episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/grad_wait_time_ms,timers/apply_grad_time_ms,timers/apply_grad_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,perf/gpu_util_percent1,perf/vram_util_percent1,perf/gpu_util_percent2,perf/vram_util_percent2,info/learner/cur_lr,info/learner/policy_loss,info/learner/policy_entropy,info/learner/var_gnorm,info/learner/vf_loss,info/learner/grad_gnorm,info/learner/vf_explained_var
nan,nan,nan,nan,0,25,10,False,0,1,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-20,1602586280,22.07117462158203,22.07117462158203,13816,eclipse,192.168.1.12,22.07117462158203,0,1,eaeeb_00000,0,[],[],21270.38,503.227,19.872,4.713,10,10,91.91111111111111,85.39629629629628,0.0,0.00016398819285011479,0.0,9.075233687267449e-05,0.3259259259259259,0.2943698055353829,9.999999747378752e-05,-115.04107,42.5349,22.627434,35.637096,40.0,0.0039381385
-33.70550297070131,-39.71917653248494,-37.582323375299694,100.0,30,25,3110,False,30,2,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-25,1602586285,4.793034791946411,26.864209413528442,13816,eclipse,192.168.1.12,26.864209413528442,0,2,eaeeb_00000,0,"[-35.94021240148636, -35.35717445665517, -35.88475744849884, -37.25099226273625, -36.89577225540906, -39.02587713672616, -39.40857062920563, -38.282946473035445, -37.32482772295915, -33.70550297070131, -38.77024268115825, -35.64120299558456, -36.61922122034764, -39.71917653248494, -36.65964029812018, -38.18038336688848, -36.29757513089547, -38.546559112346266, -39.00084885136929, -36.84361892893911, -37.309588263431124, -38.595340545490465, -37.957587110680926, -36.798967790574075, -39.03328271099714, -37.82149582519218, -39.24244623426441, -37.923516849409616, -38.52275486434705, -38.9096181890564]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",2.462,5.174,1932.636,4.475,3110,3110,96.76000000000002,87.02000000000001,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.316,0.29429920116194624,9.999999747378752e-05,-108.16222,51.613483,22.946259,5.4737587,40.000004,0.17490846
-31.965612652073723,-49.45326022168976,-40.03813817528955,100.0,45,25,6510,False,75,3,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-30,1602586290,4.948024749755859,31.8122341632843,13816,eclipse,192.168.1.12,31.8122341632843,0,3,eaeeb_00000,0,"[-47.03887963245475, -45.48875891222099, -44.14021920128316, -38.05690763465668, -47.05767646789744, -48.43892635754518, -36.3948936048658, -47.49765944875325, -46.914891042734496, -37.763788919341536, -45.111414055239216, -37.443093027901, -39.56899051051951, -39.34234808959241, -48.10776297716365, -38.944023838851614, -45.085769258151174, -36.03537241315091, -47.486669081632954, -33.552048154767554, -48.152695816256276, -31.965612652073723, -47.1029798421431, -36.27629297060437, -42.61956203253667, -39.16668597555482, -48.295264316217924, -33.78046943463857, -43.730278568411016, -39.406581209342335, -43.73740567619487, -39.673620577414006, -42.939678137523195, -37.5525649817912, -45.0684149993641, -37.06279219096254, -49.45326022168976, -33.826428734400814, -35.156226851428215, -35.526340346779556, -49.20202578475445, -34.41943666182763, -46.683651990341325, -38.33127455738601, -46.79102472936639, -35.94021240148636, -35.35717445665517, -35.88475744849884, -37.25099226273625, -36.89577225540906, -39.02587713672616, -39.40857062920563, -38.282946473035445, -37.32482772295915, -33.70550297070131, -38.77024268115825, -35.64120299558456, -36.61922122034764, -39.71917653248494, -36.65964029812018, -38.18038336688848, -36.29757513089547, -38.546559112346266, -39.00084885136929, -36.84361892893911, -37.309588263431124, -38.595340545490465, -37.957587110680926, -36.798967790574075, -39.03328271099714, -37.82149582519218, -39.24244623426441, -37.923516849409616, -38.52275486434705, -38.9096181890564]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",2.081,5.056,1977.839,8.172,6510,6510,96.39999999999999,87.10000000000001,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.3133333333333333,0.2943143306705398,9.999999747378752e-05,-32439692.0,42.52408,23.930613,41.44221,40.0,-0.15420628
-31.965612652073723,-49.45326022168976,-40.52790167491286,100.0,25,25,9850,False,100,4,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-35,1602586295,4.9659504890441895,36.77818465232849,13816,eclipse,192.168.1.12,36.77818465232849,0,4,eaeeb_00000,0,"[-46.51135157134855, -40.284617203774374, -40.426111866981834, -41.1368668661058, -41.93054017558483, -43.59493031563149, -45.313561342459785, -40.116954618250496, -45.661703321243166, -40.64631611962379, -41.05930512907852, -40.28113525220243, -40.13275471630254, -45.24137174350094, -44.416160012834126, -39.736209552200286, -42.49165903609461, -40.26452453801209, -42.40526820680101, -37.19264353121652, -43.8931700644489, -39.923308550760325, -42.11156526384401, -42.75792989947667, -42.39984544679251, -35.94021240148636, -35.35717445665517, -35.88475744849884, -37.25099226273625, -36.89577225540906, -39.02587713672616, -39.40857062920563, -38.282946473035445, -37.32482772295915, -33.70550297070131, -38.77024268115825, -35.64120299558456, -36.61922122034764, -39.71917653248494, -36.65964029812018, -38.18038336688848, -36.29757513089547, -38.546559112346266, -39.00084885136929, -36.84361892893911, -37.309588263431124, -38.595340545490465, -37.957587110680926, -36.798967790574075, -39.03328271099714, -37.82149582519218, -39.24244623426441, -37.923516849409616, -38.52275486434705, -38.9096181890564, -47.03887963245475, -45.48875891222099, -44.14021920128316, -38.05690763465668, -47.05767646789744, -48.43892635754518, -36.3948936048658, -47.49765944875325, -46.914891042734496, -37.763788919341536, -45.111414055239216, -37.443093027901, -39.56899051051951, -39.34234808959241, -48.10776297716365, -38.944023838851614, -45.085769258151174, -36.03537241315091, -47.486669081632954, -33.552048154767554, -48.152695816256276, -31.965612652073723, -47.1029798421431, -36.27629297060437, -42.61956203253667, -39.16668597555482, -48.295264316217924, -33.78046943463857, -43.730278568411016, -39.406581209342335, -43.73740567619487, -39.673620577414006, -42.939678137523195, -37.5525649817912, -45.0684149993641, -37.06279219096254, -49.45326022168976, -33.826428734400814, -35.156226851428215, -35.526340346779556, -49.20202578475445, -34.41943666182763, -46.683651990341325, -38.33127455738601, -46.79102472936639]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",5.468,3.455,2894.72,6.425,9850,9850,96.5,87.10000000000001,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.3316666666666667,0.2943748487049141,9.999999747378752e-05,4155911300000000.0,-55.933247,24.580397,22.229795,40.0,0.022399008
-12.039619084858682,-49.45326022168976,-36.911674103274045,100.0,48,25,13260,False,148,5,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-40,1602586300,4.94231104850769,41.72049570083618,13816,eclipse,192.168.1.12,41.72049570083618,0,5,eaeeb_00000,0,"[-39.249302002450925, -24.143011743351323, -42.58420085167799, -26.439781846462715, -38.14090755085708, -28.17864216737465, -41.455703292997214, -24.66268140432336, -39.369653415873415, -22.47433922617375, -37.55147937391154, -23.37059432774468, -40.816683723419914, -27.643067922666546, -42.90936771209616, -25.1849982710371, -37.14493128674436, -25.22756012111622, -42.019558151925644, -25.907165235353112, -38.00552558323712, -24.866976357115682, -37.85984513594707, -12.039619084858682, -37.914603881528734, -23.95698279133938, -38.92799746834368, -22.171648585128846, -37.083416613117016, -23.506083934624595, -35.85799071194679, -25.519118282368453, -40.86416966935604, -20.928519365737344, -34.81575614439822, -21.90446129302909, -38.94644927145293, -24.07833708835434, -37.75426519324617, -24.83212894635681, -40.36932803394595, -24.683940779261093, -39.88622120616193, -24.94719457281614, -43.90094365078533, -40.76762795628472, -23.552799000139352, -39.86273925899291, -47.486669081632954, -33.552048154767554, -48.152695816256276, -31.965612652073723, -47.1029798421431, -36.27629297060437, -42.61956203253667, -39.16668597555482, -48.295264316217924, -33.78046943463857, -43.730278568411016, -39.406581209342335, -43.73740567619487, -39.673620577414006, -42.939678137523195, -37.5525649817912, -45.0684149993641, -37.06279219096254, -49.45326022168976, -33.826428734400814, -35.156226851428215, -35.526340346779556, -49.20202578475445, -34.41943666182763, -46.683651990341325, -38.33127455738601, -46.79102472936639, -46.51135157134855, -40.284617203774374, -40.426111866981834, -41.1368668661058, -41.93054017558483, -43.59493031563149, -45.313561342459785, -40.116954618250496, -45.661703321243166, -40.64631611962379, -41.05930512907852, -40.28113525220243, -40.13275471630254, -45.24137174350094, -44.416160012834126, -39.736209552200286, -42.49165903609461, -40.26452453801209, -42.40526820680101, -37.19264353121652, -43.8931700644489, -39.923308550760325, -42.11156526384401, -42.75792989947667, -42.39984544679251]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",1.651,7.943,1258.987,7.383,13260,13260,96.21999999999998,87.1,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.33399999999999996,0.29429920116194624,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
-12.039619084858682,-46.51135157134855,-31.677072300662573,100.0,27,25,16580,False,175,6,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-45,1602586305,5.007647752761841,46.72814345359802,13816,eclipse,192.168.1.12,46.72814345359802,0,6,eaeeb_00000,0,"[-21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -22.832266806829473, -21.04692558058716, -21.89867256632674, -24.272736083872285, -21.89867256632674, -46.51135157134855, -40.284617203774374, -40.426111866981834, -41.1368668661058, -41.93054017558483, -43.59493031563149, -45.313561342459785, -40.116954618250496, -45.661703321243166, -40.64631611962379, -41.05930512907852, -40.28113525220243, -40.13275471630254, -45.24137174350094, -44.416160012834126, -39.736209552200286, -42.49165903609461, -40.26452453801209, -42.40526820680101, -37.19264353121652, -43.8931700644489, -39.923308550760325, -42.11156526384401, -42.75792989947667, -42.39984544679251, -39.249302002450925, -24.143011743351323, -42.58420085167799, -26.439781846462715, -38.14090755085708, -28.17864216737465, -41.455703292997214, -24.66268140432336, -39.369653415873415, -22.47433922617375, -37.55147937391154, -23.37059432774468, -40.816683723419914, -27.643067922666546, -42.90936771209616, -25.1849982710371, -37.14493128674436, -25.22756012111622, -42.019558151925644, -25.907165235353112, -38.00552558323712, -24.866976357115682, -37.85984513594707, -12.039619084858682, -37.914603881528734, -23.95698279133938, -38.92799746834368, -22.171648585128846, -37.083416613117016, -23.506083934624595, -35.85799071194679, -25.519118282368453, -40.86416966935604, -20.928519365737344, -34.81575614439822, -21.90446129302909, -38.94644927145293, -24.07833708835434, -37.75426519324617, -24.83212894635681, -40.36932803394595, -24.683940779261093, -39.88622120616193, -24.94719457281614, -43.90094365078533, -40.76762795628472, -23.552799000139352, -39.86273925899291]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",5.444,3.272,3056.538,4.777,16580,16580,96.35000000000001,87.18333333333334,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.3466666666666667,0.29429920116194624,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
-12.039619084858682,-43.90094365078533,-26.54171529065242,100.0,25,25,19970,False,200,7,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-50,1602586310,4.926346063613892,51.654489517211914,13816,eclipse,192.168.1.12,51.654489517211914,0,7,eaeeb_00000,0,"[-21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -39.249302002450925, -24.143011743351323, -42.58420085167799, -26.439781846462715, -38.14090755085708, -28.17864216737465, -41.455703292997214, -24.66268140432336, -39.369653415873415, -22.47433922617375, -37.55147937391154, -23.37059432774468, -40.816683723419914, -27.643067922666546, -42.90936771209616, -25.1849982710371, -37.14493128674436, -25.22756012111622, -42.019558151925644, -25.907165235353112, -38.00552558323712, -24.866976357115682, -37.85984513594707, -12.039619084858682, -37.914603881528734, -23.95698279133938, -38.92799746834368, -22.171648585128846, -37.083416613117016, -23.506083934624595, -35.85799071194679, -25.519118282368453, -40.86416966935604, -20.928519365737344, -34.81575614439822, -21.90446129302909, -38.94644927145293, -24.07833708835434, -37.75426519324617, -24.83212894635681, -40.36932803394595, -24.683940779261093, -39.88622120616193, -24.94719457281614, -43.90094365078533, -40.76762795628472, -23.552799000139352, -39.86273925899291, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -22.832266806829473, -21.04692558058716, -21.89867256632674, -24.272736083872285, -21.89867256632674]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",3.06,7.056,1417.186,6.109,19970,19970,96.26666666666667,87.2,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.33666666666666667,0.29429920116194624,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
-21.04692558058716,-24.272736083872285,-21.497358181180033,100.0,50,25,23370,False,250,8,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-51-55,1602586315,4.939196825027466,56.59368634223938,13816,eclipse,192.168.1.12,56.59368634223938,0,8,eaeeb_00000,0,"[-21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -22.832266806829473, -21.04692558058716, -21.89867256632674, -24.272736083872285, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",1.909,3.706,2698.499,4.071,23370,23370,95.85999999999999,87.2,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.34,0.29429920116194624,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
-21.04692558058716,-21.89867256632674,-21.481316543314342,100.0,25,25,26620,False,275,9,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-52-00,1602586320,4.963473558425903,61.55715990066528,13816,eclipse,192.168.1.12,61.55715990066528,0,9,eaeeb_00000,0,"[-21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",1.94,5.332,1875.312,5.051,26620,26620,96.18333333333334,87.2,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.33499999999999996,0.29432946017913336,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
-21.04692558058716,-21.89867256632674,-21.48983401317174,100.0,25,25,29680,False,300,10,6c637688d4cc41a0b12ddd1aa33ec1a5,2020-10-13_11-52-05,1602586325,4.947497844696045,66.50465774536133,13816,eclipse,192.168.1.12,66.50465774536133,0,10,eaeeb_00000,0,"[-21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.89867256632674, -21.04692558058716, -21.89867256632674, -21.04692558058716]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",4.38,4.792,2086.76,4.269,29680,29680,96.45,87.28333333333335,0.0,0.00016398819285011479,0.0,9.075233687267448e-05,0.34833333333333333,0.2943899782135077,9.999999747378752e-05,nan,nan,nan,nan,nan,-1.0
